hex_codepoint,status,emoji,e_version,description,utf8_bytes,utf8_str,utf8_clean,unicode_bytes,unicode_str
1F3CC 1F3FE 200D,minimally-qualified,🏌🏾‍♀,E4.0,woman golfing: medium-dark skin,b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8cxf0x9fx8fxbexe2x80x8dxe2x99x80,b'\\U0001f3cc\\U0001f3fe\\u200d\\u2640',\\U0001f3cc\\U0001f3fe\\u200d\\u2640
1F3CC 1F3FF 200D,fully-qualified,🏌🏿‍♀️,E4.0,woman golfing: dark skin tone,b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx8cxf0x9fx8fxbfxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3cc\\U0001f3ff\\u200d\\u2640\\ufe0f',\\U0001f3cc\\U0001f3ff\\u200d\\u2640\\ufe0f
1F3CC 1F3FF 200D,minimally-qualified,🏌🏿‍♀,E4.0,woman golfing: dark skin tone,b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx8cxf0x9fx8fxbfxe2x80x8dxe2x99x80,b'\\U0001f3cc\\U0001f3ff\\u200d\\u2640',\\U0001f3cc\\U0001f3ff\\u200d\\u2640
1F3C4,fully-qualified,🏄,E0.6,person surfing,b'\xf0\x9f\x8f\x84',\xf0\x9f\x8f\x84,xf0x9fx8fx84,b'\\U0001f3c4',\\U0001f3c4
1F3C4 1F3FB,fully-qualified,🏄🏻,E1.0,person surfing: light skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xb,xf0x9fx8fx84xf0x9fx8fxb,b'\\U0001f3c4\\U0001f3fb',\\U0001f3c4\\U0001f3f
1F3C4 1F3FC,fully-qualified,🏄🏼,E1.0,person surfing: medium-light skin,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc,xf0x9fx8fx84xf0x9fx8fxbc,b'\\U0001f3c4\\U0001f3fc',\\U0001f3c4\\U0001f3fc
1F3C4 1F3FD,fully-qualified,🏄🏽,E1.0,person surfing: medium skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd,xf0x9fx8fx84xf0x9fx8fxbd,b'\\U0001f3c4\\U0001f3fd',\\U0001f3c4\\U0001f3fd
1F3C4 1F3FE,fully-qualified,🏄🏾,E1.0,person surfing: medium-dark skin,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe,xf0x9fx8fx84xf0x9fx8fxbe,b'\\U0001f3c4\\U0001f3fe',\\U0001f3c4\\U0001f3fe
1F3C4 1F3FF,fully-qualified,🏄🏿,E1.0,person surfing: dark skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf,xf0x9fx8fx84xf0x9fx8fxbf,b'\\U0001f3c4\\U0001f3ff',\\U0001f3c4\\U0001f3ff
1F3C4 200D 2642,fully-qualified,🏄‍♂️,E4.0,man surfing,b'\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx84xe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3c4\\u200d\\u2642\\ufe0f',\\U0001f3c4\\u200d\\u2642\\ufe0f
1F3C4 200D 2642,minimally-qualified,🏄‍♂,E4.0,man surfing,b'\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx84xe2x80x8dxe2x99x82,b'\\U0001f3c4\\u200d\\u2642',\\U0001f3c4\\u200d\\u2642
1F3C4 1F3FB 200D,fully-qualified,🏄🏻‍♂️,E4.0,man surfing: light skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbbxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3c4\\U0001f3fb\\u200d\\u2642\\ufe0f',\\U0001f3c4\\U0001f3fb\\u200d\\u2642\\ufe0f
1F3C4 1F3FB 200D,minimally-qualified,🏄🏻‍♂,E4.0,man surfing: light skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx84xf0x9fx8fxbbxe2x80x8dxe2x99x82,b'\\U0001f3c4\\U0001f3fb\\u200d\\u2642',\\U0001f3c4\\U0001f3fb\\u200d\\u2642
1F3C4 1F3FC 200D,fully-qualified,🏄🏼‍♂️,E4.0,man surfing: medium-light skin,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbcxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3c4\\U0001f3fc\\u200d\\u2642\\ufe0f',\\U0001f3c4\\U0001f3fc\\u200d\\u2642\\ufe0f
1F3C4 1F3FC 200D,minimally-qualified,🏄🏼‍♂,E4.0,man surfing: medium-light skin,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx84xf0x9fx8fxbcxe2x80x8dxe2x99x82,b'\\U0001f3c4\\U0001f3fc\\u200d\\u2642',\\U0001f3c4\\U0001f3fc\\u200d\\u2642
1F3C4 1F3FD 200D,fully-qualified,🏄🏽‍♂️,E4.0,man surfing: medium skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbdxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3c4\\U0001f3fd\\u200d\\u2642\\ufe0f',\\U0001f3c4\\U0001f3fd\\u200d\\u2642\\ufe0f
1F3C4 1F3FD 200D,minimally-qualified,🏄🏽‍♂,E4.0,man surfing: medium skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx84xf0x9fx8fxbdxe2x80x8dxe2x99x82,b'\\U0001f3c4\\U0001f3fd\\u200d\\u2642',\\U0001f3c4\\U0001f3fd\\u200d\\u2642
1F3C4 1F3FE 200D,fully-qualified,🏄🏾‍♂️,E4.0,man surfing: medium-dark skin,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbexe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3c4\\U0001f3fe\\u200d\\u2642\\ufe0f',\\U0001f3c4\\U0001f3fe\\u200d\\u2642\\ufe0f
1F3C4 1F3FE 200D,minimally-qualified,🏄🏾‍♂,E4.0,man surfing: medium-dark skin t,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx84xf0x9fx8fxbexe2x80x8dxe2x99x82,b'\\U0001f3c4\\U0001f3fe\\u200d\\u2642',\\U0001f3c4\\U0001f3fe\\u200d\\u2642
1F3C4 1F3FF 200D,fully-qualified,🏄🏿‍♂️,E4.0,man surfing: dark skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbfxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f3c4\\U0001f3ff\\u200d\\u2642\\ufe0f',\\U0001f3c4\\U0001f3ff\\u200d\\u2642\\ufe0f
1F3C4 1F3FF 200D,minimally-qualified,🏄🏿‍♂,E4.0,man surfing: dark skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82,xf0x9fx8fx84xf0x9fx8fxbfxe2x80x8dxe2x99x82,b'\\U0001f3c4\\U0001f3ff\\u200d\\u2642',\\U0001f3c4\\U0001f3ff\\u200d\\u2642
1F3C4 200D 2640,fully-qualified,🏄‍♀️,E4.0,woman surfing,b'\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx84xe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3c4\\u200d\\u2640\\ufe0f',\\U0001f3c4\\u200d\\u2640\\ufe0f
1F3C4 200D 2640,minimally-qualified,🏄‍♀,E4.0,woman surfing,b'\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x84\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx84xe2x80x8dxe2x99x80,b'\\U0001f3c4\\u200d\\u2640',\\U0001f3c4\\u200d\\u2640
1F3C4 1F3FB 200D,fully-qualified,🏄🏻‍♀️,E4.0,woman surfing: light skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3c4\\U0001f3fb\\u200d\\u2640\\ufe0f',\\U0001f3c4\\U0001f3fb\\u200d\\u2640\\ufe0f
1F3C4 1F3FB 200D,minimally-qualified,🏄🏻‍♀,E4.0,woman surfing: light skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx84xf0x9fx8fxbbxe2x80x8dxe2x99x80,b'\\U0001f3c4\\U0001f3fb\\u200d\\u2640',\\U0001f3c4\\U0001f3fb\\u200d\\u2640
1F3C4 1F3FC 200D,fully-qualified,🏄🏼‍♀️,E4.0,woman surfing: medium-light sk,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3c4\\U0001f3fc\\u200d\\u2640\\ufe0f',\\U0001f3c4\\U0001f3fc\\u200d\\u2640\\ufe0f
1F3C4 1F3FC 200D,minimally-qualified,🏄🏼‍♀,E4.0,woman surfing: medium-light ski,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx84xf0x9fx8fxbcxe2x80x8dxe2x99x80,b'\\U0001f3c4\\U0001f3fc\\u200d\\u2640',\\U0001f3c4\\U0001f3fc\\u200d\\u2640
1F3C4 1F3FD 200D,fully-qualified,🏄🏽‍♀️,E4.0,woman surfing: medium skin ton,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbdxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3c4\\U0001f3fd\\u200d\\u2640\\ufe0f',\\U0001f3c4\\U0001f3fd\\u200d\\u2640\\ufe0f
1F3C4 1F3FD 200D,minimally-qualified,🏄🏽‍♀,E4.0,woman surfing: medium skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx84xf0x9fx8fxbdxe2x80x8dxe2x99x80,b'\\U0001f3c4\\U0001f3fd\\u200d\\u2640',\\U0001f3c4\\U0001f3fd\\u200d\\u2640
1F3C4 1F3FE 200D,fully-qualified,🏄🏾‍♀️,E4.0,woman surfing: medium-dark ski,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbexe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3c4\\U0001f3fe\\u200d\\u2640\\ufe0f',\\U0001f3c4\\U0001f3fe\\u200d\\u2640\\ufe0f
1F3C4 1F3FE 200D,minimally-qualified,🏄🏾‍♀,E4.0,woman surfing: medium-dark skin,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx84xf0x9fx8fxbexe2x80x8dxe2x99x80,b'\\U0001f3c4\\U0001f3fe\\u200d\\u2640',\\U0001f3c4\\U0001f3fe\\u200d\\u2640
1F3C4 1F3FF 200D,fully-qualified,🏄🏿‍♀️,E4.0,woman surfing: dark skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx8fx84xf0x9fx8fxbfxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f3c4\\U0001f3ff\\u200d\\u2640\\ufe0f',\\U0001f3c4\\U0001f3ff\\u200d\\u2640\\ufe0f
1F3C4 1F3FF 200D,minimally-qualified,🏄🏿‍♀,E4.0,woman surfing: dark skin tone,b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80,xf0x9fx8fx84xf0x9fx8fxbfxe2x80x8dxe2x99x80,b'\\U0001f3c4\\U0001f3ff\\u200d\\u2640',\\U0001f3c4\\U0001f3ff\\u200d\\u2640
1F6A3,fully-qualified,🚣,E1.0,person rowing boat,b'\xf0\x9f\x9a\xa3',\xf0\x9f\x9a\xa3,xf0x9fx9axa3,b'\\U0001f6a3',\\U0001f6a3
1F6A3 1F3FB,fully-qualified,🚣🏻,E1.0,person rowing boat: light skin to,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xb,xf0x9fx9axa3xf0x9fx8fxb,b'\\U0001f6a3\\U0001f3fb',\\U0001f6a3\\U0001f3f
1F6A3 1F3FC,fully-qualified,🚣🏼,E1.0,person rowing boat: medium-light,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc,xf0x9fx9axa3xf0x9fx8fxbc,b'\\U0001f6a3\\U0001f3fc',\\U0001f6a3\\U0001f3fc
1F6A3 1F3FD,fully-qualified,🚣🏽,E1.0,person rowing boat: medium skin t,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd,xf0x9fx9axa3xf0x9fx8fxbd,b'\\U0001f6a3\\U0001f3fd',\\U0001f6a3\\U0001f3fd
1F6A3 1F3FE,fully-qualified,🚣🏾,E1.0,person rowing boat: medium-dark s,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe,xf0x9fx9axa3xf0x9fx8fxbe,b'\\U0001f6a3\\U0001f3fe',\\U0001f6a3\\U0001f3fe
1F6A3 1F3FF,fully-qualified,🚣🏿,E1.0,person rowing boat: dark skin ton,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf,xf0x9fx9axa3xf0x9fx8fxbf,b'\\U0001f6a3\\U0001f3ff',\\U0001f6a3\\U0001f3ff
1F6A3 200D 2642,fully-qualified,🚣‍♂️,E4.0,man rowing boat,b'\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx9axa3xe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f6a3\\u200d\\u2642\\ufe0f',\\U0001f6a3\\u200d\\u2642\\ufe0f
1F6A3 200D 2642,minimally-qualified,🚣‍♂,E4.0,man rowing boat,b'\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x82,xf0x9fx9axa3xe2x80x8dxe2x99x82,b'\\U0001f6a3\\u200d\\u2642',\\U0001f6a3\\u200d\\u2642
1F6A3 1F3FB 200D,fully-qualified,🚣🏻‍♂️,E4.0,man rowing boat: light skin to,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbbxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f6a3\\U0001f3fb\\u200d\\u2642\\ufe0f',\\U0001f6a3\\U0001f3fb\\u200d\\u2642\\ufe0f
1F6A3 1F3FB 200D,minimally-qualified,🚣🏻‍♂,E4.0,man rowing boat: light skin ton,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82,xf0x9fx9axa3xf0x9fx8fxbbxe2x80x8dxe2x99x82,b'\\U0001f6a3\\U0001f3fb\\u200d\\u2642',\\U0001f6a3\\U0001f3fb\\u200d\\u2642
1F6A3 1F3FC 200D,fully-qualified,🚣🏼‍♂️,E4.0,man rowing boat: medium-light,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbcxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f6a3\\U0001f3fc\\u200d\\u2642\\ufe0f',\\U0001f6a3\\U0001f3fc\\u200d\\u2642\\ufe0f
1F6A3 1F3FC 200D,minimally-qualified,🚣🏼‍♂,E4.0,man rowing boat: medium-light s,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82,xf0x9fx9axa3xf0x9fx8fxbcxe2x80x8dxe2x99x82,b'\\U0001f6a3\\U0001f3fc\\u200d\\u2642',\\U0001f6a3\\U0001f3fc\\u200d\\u2642
1F6A3 1F3FD 200D,fully-qualified,🚣🏽‍♂️,E4.0,man rowing boat: medium skin t,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbdxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f6a3\\U0001f3fd\\u200d\\u2642\\ufe0f',\\U0001f6a3\\U0001f3fd\\u200d\\u2642\\ufe0f
1F6A3 1F3FD 200D,minimally-qualified,🚣🏽‍♂,E4.0,man rowing boat: medium skin to,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82,xf0x9fx9axa3xf0x9fx8fxbdxe2x80x8dxe2x99x82,b'\\U0001f6a3\\U0001f3fd\\u200d\\u2642',\\U0001f6a3\\U0001f3fd\\u200d\\u2642
1F6A3 1F3FE 200D,fully-qualified,🚣🏾‍♂️,E4.0,man rowing boat: medium-dark s,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbexe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f6a3\\U0001f3fe\\u200d\\u2642\\ufe0f',\\U0001f6a3\\U0001f3fe\\u200d\\u2642\\ufe0f
1F6A3 1F3FE 200D,minimally-qualified,🚣🏾‍♂,E4.0,man rowing boat: medium-dark sk,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82,xf0x9fx9axa3xf0x9fx8fxbexe2x80x8dxe2x99x82,b'\\U0001f6a3\\U0001f3fe\\u200d\\u2642',\\U0001f6a3\\U0001f3fe\\u200d\\u2642
1F6A3 1F3FF 200D,fully-qualified,🚣🏿‍♂️,E4.0,man rowing boat: dark skin ton,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbfxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f6a3\\U0001f3ff\\u200d\\u2642\\ufe0f',\\U0001f6a3\\U0001f3ff\\u200d\\u2642\\ufe0f
1F6A3 1F3FF 200D,minimally-qualified,🚣🏿‍♂,E4.0,man rowing boat: dark skin tone,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82,xf0x9fx9axa3xf0x9fx8fxbfxe2x80x8dxe2x99x82,b'\\U0001f6a3\\U0001f3ff\\u200d\\u2642',\\U0001f6a3\\U0001f3ff\\u200d\\u2642
1F6A3 200D 2640,fully-qualified,🚣‍♀️,E4.0,woman rowing boat,b'\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx9axa3xe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f6a3\\u200d\\u2640\\ufe0f',\\U0001f6a3\\u200d\\u2640\\ufe0f
1F6A3 200D 2640,minimally-qualified,🚣‍♀,E4.0,woman rowing boat,b'\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x9a\xa3\xe2\x80\x8d\xe2\x99\x80,xf0x9fx9axa3xe2x80x8dxe2x99x80,b'\\U0001f6a3\\u200d\\u2640',\\U0001f6a3\\u200d\\u2640
1F6A3 1F3FB 200D,fully-qualified,🚣🏻‍♀️,E4.0,woman rowing boat: light skin,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f6a3\\U0001f3fb\\u200d\\u2640\\ufe0f',\\U0001f6a3\\U0001f3fb\\u200d\\u2640\\ufe0f
1F6A3 1F3FB 200D,minimally-qualified,🚣🏻‍♀,E4.0,woman rowing boat: light skin t,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80,xf0x9fx9axa3xf0x9fx8fxbbxe2x80x8dxe2x99x80,b'\\U0001f6a3\\U0001f3fb\\u200d\\u2640',\\U0001f6a3\\U0001f3fb\\u200d\\u2640
1F6A3 1F3FC 200D,fully-qualified,🚣🏼‍♀️,E4.0,woman rowing boat: medium-ligh,b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx9axa3xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f6a3\\U0001f3fc\\u200d\\u2640\\ufe0f',\\U0001f6a3\\U0001f3fc\\u200d\\u2640\\ufe0f
