hex_codepoint,status,emoji,e_version,description,utf8_bytes,utf8_str,utf8_clean,unicode_bytes,unicode_str
2764 FE0F 200D 1,fully-qualified,❤️‍🩹,E13.1,mending heart,b'\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\xa9\xb9',\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\xa9\xb9,xe2x9dxa4xefxb8x8fxe2x80x8dxf0x9fxa9xb9,b'\\u2764\\ufe0f\\u200d\\U0001fa79',\\u2764\\ufe0f\\u200d\\U0001fa79
2764 200D 1FA79,unqualified,❤‍🩹,E13.1,mending heart,b'\xe2\x9d\xa4\xe2\x80\x8d\xf0\x9f\xa9\xb9',\xe2\x9d\xa4\xe2\x80\x8d\xf0\x9f\xa9\xb9,xe2x9dxa4xe2x80x8dxf0x9fxa9xb9,b'\\u2764\\u200d\\U0001fa79',\\u2764\\u200d\\U0001fa79
2764 FE0F,fully-qualified,❤️,E0.6,red heart,b'\xe2\x9d\xa4\xef\xb8\x8f',\xe2\x9d\xa4\xef\xb8\x8f,xe2x9dxa4xefxb8x8f,b'\\u2764\\ufe0f',\\u2764\\ufe0f
2764,unqualified,❤,E0.6,red heart,b'\xe2\x9d\xa4',\xe2\x9d\xa4,xe2x9dxa4,b'\\u2764',\\u2764
1F9E1,fully-qualified,🧡,E5.0,orange heart,b'\xf0\x9f\xa7\xa1',\xf0\x9f\xa7\xa1,xf0x9fxa7xa1,b'\\U0001f9e1',\\U0001f9e1
1F49B,fully-qualified,💛,E0.6,yellow heart,b'\xf0\x9f\x92\x9b',\xf0\x9f\x92\x9,xf0x9fx92x9,b'\\U0001f49b',\\U0001f49
1F49A,fully-qualified,💚,E0.6,green heart,b'\xf0\x9f\x92\x9a',\xf0\x9f\x92\x9a,xf0x9fx92x9a,b'\\U0001f49a',\\U0001f49a
1F499,fully-qualified,💙,E0.6,blue heart,b'\xf0\x9f\x92\x99',\xf0\x9f\x92\x99,xf0x9fx92x99,b'\\U0001f499',\\U0001f499
1F49C,fully-qualified,💜,E0.6,purple heart,b'\xf0\x9f\x92\x9c',\xf0\x9f\x92\x9c,xf0x9fx92x9c,b'\\U0001f49c',\\U0001f49c
1F90E,fully-qualified,🤎,E12.0,brown heart,b'\xf0\x9f\xa4\x8e',\xf0\x9f\xa4\x8e,xf0x9fxa4x8e,b'\\U0001f90e',\\U0001f90e
1F5A4,fully-qualified,🖤,E3.0,black heart,b'\xf0\x9f\x96\xa4',\xf0\x9f\x96\xa4,xf0x9fx96xa4,b'\\U0001f5a4',\\U0001f5a4
1F90D,fully-qualified,🤍,E12.0,white heart,b'\xf0\x9f\xa4\x8d',\xf0\x9f\xa4\x8d,xf0x9fxa4x8d,b'\\U0001f90d',\\U0001f90d
1F4AF,fully-qualified,💯,E0.6,hundred points,b'\xf0\x9f\x92\xaf',\xf0\x9f\x92\xaf,xf0x9fx92xaf,b'\\U0001f4af',\\U0001f4af
1F4A2,fully-qualified,💢,E0.6,anger symbol,b'\xf0\x9f\x92\xa2',\xf0\x9f\x92\xa2,xf0x9fx92xa2,b'\\U0001f4a2',\\U0001f4a2
1F4A5,fully-qualified,💥,E0.6,collision,b'\xf0\x9f\x92\xa5',\xf0\x9f\x92\xa5,xf0x9fx92xa5,b'\\U0001f4a5',\\U0001f4a5
1F4AB,fully-qualified,💫,E0.6,dizzy,b'\xf0\x9f\x92\xab',\xf0\x9f\x92\xa,xf0x9fx92xa,b'\\U0001f4ab',\\U0001f4a
1F4A6,fully-qualified,💦,E0.6,sweat droplets,b'\xf0\x9f\x92\xa6',\xf0\x9f\x92\xa6,xf0x9fx92xa6,b'\\U0001f4a6',\\U0001f4a6
1F4A8,fully-qualified,💨,E0.6,dashing away,b'\xf0\x9f\x92\xa8',\xf0\x9f\x92\xa8,xf0x9fx92xa8,b'\\U0001f4a8',\\U0001f4a8
1F573 FE0F,fully-qualified,🕳️,E0.7,hole,b'\xf0\x9f\x95\xb3\xef\xb8\x8f',\xf0\x9f\x95\xb3\xef\xb8\x8f,xf0x9fx95xb3xefxb8x8f,b'\\U0001f573\\ufe0f',\\U0001f573\\ufe0f
1F573,unqualified,🕳,E0.7,hole,b'\xf0\x9f\x95\xb3',\xf0\x9f\x95\xb3,xf0x9fx95xb3,b'\\U0001f573',\\U0001f573
1F4A3,fully-qualified,💣,E0.6,bomb,b'\xf0\x9f\x92\xa3',\xf0\x9f\x92\xa3,xf0x9fx92xa3,b'\\U0001f4a3',\\U0001f4a3
1F4AC,fully-qualified,💬,E0.6,speech balloon,b'\xf0\x9f\x92\xac',\xf0\x9f\x92\xac,xf0x9fx92xac,b'\\U0001f4ac',\\U0001f4ac
1F441 FE0F 200D,fully-qualified,👁️‍🗨️,E2.0,eye in speech bubble,b'\xf0\x9f\x91\x81\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x97\xa8\xef\xb8\x8f',\xf0\x9f\x91\x81\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x97\xa8\xef\xb8\x8f,xf0x9fx91x81xefxb8x8fxe2x80x8dxf0x9fx97xa8xefxb8x8f,b'\\U0001f441\\ufe0f\\u200d\\U0001f5e8\\ufe0f',\\U0001f441\\ufe0f\\u200d\\U0001f5e8\\ufe0f
1F441 200D 1F5E8,unqualified,👁‍🗨️,E2.0,eye in speech bubble,b'\xf0\x9f\x91\x81\xe2\x80\x8d\xf0\x9f\x97\xa8\xef\xb8\x8f',\xf0\x9f\x91\x81\xe2\x80\x8d\xf0\x9f\x97\xa8\xef\xb8\x8f,xf0x9fx91x81xe2x80x8dxf0x9fx97xa8xefxb8x8f,b'\\U0001f441\\u200d\\U0001f5e8\\ufe0f',\\U0001f441\\u200d\\U0001f5e8\\ufe0f
1F441 FE0F 200D,unqualified,👁️‍🗨,E2.0,eye in speech bubble,b'\xf0\x9f\x91\x81\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x97\xa8',\xf0\x9f\x91\x81\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x97\xa8,xf0x9fx91x81xefxb8x8fxe2x80x8dxf0x9fx97xa8,b'\\U0001f441\\ufe0f\\u200d\\U0001f5e8',\\U0001f441\\ufe0f\\u200d\\U0001f5e8
1F441 200D 1F5E8,unqualified,👁‍🗨,E2.0,eye in speech bubble,b'\xf0\x9f\x91\x81\xe2\x80\x8d\xf0\x9f\x97\xa8',\xf0\x9f\x91\x81\xe2\x80\x8d\xf0\x9f\x97\xa8,xf0x9fx91x81xe2x80x8dxf0x9fx97xa8,b'\\U0001f441\\u200d\\U0001f5e8',\\U0001f441\\u200d\\U0001f5e8
1F5E8 FE0F,fully-qualified,🗨️,E2.0,left speech bubble,b'\xf0\x9f\x97\xa8\xef\xb8\x8f',\xf0\x9f\x97\xa8\xef\xb8\x8f,xf0x9fx97xa8xefxb8x8f,b'\\U0001f5e8\\ufe0f',\\U0001f5e8\\ufe0f
1F5E8,unqualified,🗨,E2.0,left speech bubble,b'\xf0\x9f\x97\xa8',\xf0\x9f\x97\xa8,xf0x9fx97xa8,b'\\U0001f5e8',\\U0001f5e8
1F5EF FE0F,fully-qualified,🗯️,E0.7,right anger bubble,b'\xf0\x9f\x97\xaf\xef\xb8\x8f',\xf0\x9f\x97\xaf\xef\xb8\x8f,xf0x9fx97xafxefxb8x8f,b'\\U0001f5ef\\ufe0f',\\U0001f5ef\\ufe0f
1F5EF,unqualified,🗯,E0.7,right anger bubble,b'\xf0\x9f\x97\xaf',\xf0\x9f\x97\xaf,xf0x9fx97xaf,b'\\U0001f5ef',\\U0001f5ef
1F4AD,fully-qualified,💭,E1.0,thought balloon,b'\xf0\x9f\x92\xad',\xf0\x9f\x92\xad,xf0x9fx92xad,b'\\U0001f4ad',\\U0001f4ad
1F4A4,fully-qualified,💤,E0.6,zzz,b'\xf0\x9f\x92\xa4',\xf0\x9f\x92\xa4,xf0x9fx92xa4,b'\\U0001f4a4',\\U0001f4a4
1F44B,fully-qualified,👋,E0.6,waving hand,b'\xf0\x9f\x91\x8b',\xf0\x9f\x91\x8,xf0x9fx91x8,b'\\U0001f44b',\\U0001f44
1F44B 1F3FB,fully-qualified,👋🏻,E1.0,waving hand: light skin tone,b'\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb',\xf0\x9f\x91\x8b\xf0\x9f\x8f\xb,xf0x9fx91x8bxf0x9fx8fxb,b'\\U0001f44b\\U0001f3fb',\\U0001f44b\\U0001f3f
1F44B 1F3FC,fully-qualified,👋🏼,E1.0,waving hand: medium-light skin to,b'\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc',\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc,xf0x9fx91x8bxf0x9fx8fxbc,b'\\U0001f44b\\U0001f3fc',\\U0001f44b\\U0001f3fc
1F44B 1F3FD,fully-qualified,👋🏽,E1.0,waving hand: medium skin tone,b'\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbd',\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbd,xf0x9fx91x8bxf0x9fx8fxbd,b'\\U0001f44b\\U0001f3fd',\\U0001f44b\\U0001f3fd
1F44B 1F3FE,fully-qualified,👋🏾,E1.0,waving hand: medium-dark skin ton,b'\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbe',\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbe,xf0x9fx91x8bxf0x9fx8fxbe,b'\\U0001f44b\\U0001f3fe',\\U0001f44b\\U0001f3fe
1F44B 1F3FF,fully-qualified,👋🏿,E1.0,waving hand: dark skin tone,b'\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbf',\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbf,xf0x9fx91x8bxf0x9fx8fxbf,b'\\U0001f44b\\U0001f3ff',\\U0001f44b\\U0001f3ff
1F91A,fully-qualified,🤚,E3.0,raised back of hand,b'\xf0\x9f\xa4\x9a',\xf0\x9f\xa4\x9a,xf0x9fxa4x9a,b'\\U0001f91a',\\U0001f91a
1F91A 1F3FB,fully-qualified,🤚🏻,E3.0,raised back of hand: light skin t,b'\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbb',\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xb,xf0x9fxa4x9axf0x9fx8fxb,b'\\U0001f91a\\U0001f3fb',\\U0001f91a\\U0001f3f
1F91A 1F3FC,fully-qualified,🤚🏼,E3.0,raised back of hand: medium-light,b'\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbc',\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbc,xf0x9fxa4x9axf0x9fx8fxbc,b'\\U0001f91a\\U0001f3fc',\\U0001f91a\\U0001f3fc
1F91A 1F3FD,fully-qualified,🤚🏽,E3.0,raised back of hand: medium skin,b'\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbd',\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbd,xf0x9fxa4x9axf0x9fx8fxbd,b'\\U0001f91a\\U0001f3fd',\\U0001f91a\\U0001f3fd
1F91A 1F3FE,fully-qualified,🤚🏾,E3.0,raised back of hand: medium-dark,b'\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbe',\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbe,xf0x9fxa4x9axf0x9fx8fxbe,b'\\U0001f91a\\U0001f3fe',\\U0001f91a\\U0001f3fe
1F91A 1F3FF,fully-qualified,🤚🏿,E3.0,raised back of hand: dark skin to,b'\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbf',\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbf,xf0x9fxa4x9axf0x9fx8fxbf,b'\\U0001f91a\\U0001f3ff',\\U0001f91a\\U0001f3ff
1F590 FE0F,fully-qualified,🖐️,E0.7,hand with fingers splayed,b'\xf0\x9f\x96\x90\xef\xb8\x8f',\xf0\x9f\x96\x90\xef\xb8\x8f,xf0x9fx96x90xefxb8x8f,b'\\U0001f590\\ufe0f',\\U0001f590\\ufe0f
1F590,unqualified,🖐,E0.7,hand with fingers splayed,b'\xf0\x9f\x96\x90',\xf0\x9f\x96\x90,xf0x9fx96x90,b'\\U0001f590',\\U0001f590
1F590 1F3FB,fully-qualified,🖐🏻,E1.0,hand with fingers splayed: light,b'\xf0\x9f\x96\x90\xf0\x9f\x8f\xbb',\xf0\x9f\x96\x90\xf0\x9f\x8f\xb,xf0x9fx96x90xf0x9fx8fxb,b'\\U0001f590\\U0001f3fb',\\U0001f590\\U0001f3f
1F590 1F3FC,fully-qualified,🖐🏼,E1.0,hand with fingers splayed: medium,b'\xf0\x9f\x96\x90\xf0\x9f\x8f\xbc',\xf0\x9f\x96\x90\xf0\x9f\x8f\xbc,xf0x9fx96x90xf0x9fx8fxbc,b'\\U0001f590\\U0001f3fc',\\U0001f590\\U0001f3fc
1F590 1F3FD,fully-qualified,🖐🏽,E1.0,hand with fingers splayed: medium,b'\xf0\x9f\x96\x90\xf0\x9f\x8f\xbd',\xf0\x9f\x96\x90\xf0\x9f\x8f\xbd,xf0x9fx96x90xf0x9fx8fxbd,b'\\U0001f590\\U0001f3fd',\\U0001f590\\U0001f3fd
1F590 1F3FE,fully-qualified,🖐🏾,E1.0,hand with fingers splayed: medium,b'\xf0\x9f\x96\x90\xf0\x9f\x8f\xbe',\xf0\x9f\x96\x90\xf0\x9f\x8f\xbe,xf0x9fx96x90xf0x9fx8fxbe,b'\\U0001f590\\U0001f3fe',\\U0001f590\\U0001f3fe
1F590 1F3FF,fully-qualified,🖐🏿,E1.0,hand with fingers splayed: dark s,b'\xf0\x9f\x96\x90\xf0\x9f\x8f\xbf',\xf0\x9f\x96\x90\xf0\x9f\x8f\xbf,xf0x9fx96x90xf0x9fx8fxbf,b'\\U0001f590\\U0001f3ff',\\U0001f590\\U0001f3ff
270B,fully-qualified,✋,E0.6,raised hand,b'\xe2\x9c\x8b',\xe2\x9c\x8,xe2x9cx8,b'\\u270b',\\u270
270B 1F3FB,fully-qualified,✋🏻,E1.0,raised hand: light skin tone,b'\xe2\x9c\x8b\xf0\x9f\x8f\xbb',\xe2\x9c\x8b\xf0\x9f\x8f\xb,xe2x9cx8bxf0x9fx8fxb,b'\\u270b\\U0001f3fb',\\u270b\\U0001f3f
270B 1F3FC,fully-qualified,✋🏼,E1.0,raised hand: medium-light skin to,b'\xe2\x9c\x8b\xf0\x9f\x8f\xbc',\xe2\x9c\x8b\xf0\x9f\x8f\xbc,xe2x9cx8bxf0x9fx8fxbc,b'\\u270b\\U0001f3fc',\\u270b\\U0001f3fc
270B 1F3FD,fully-qualified,✋🏽,E1.0,raised hand: medium skin tone,b'\xe2\x9c\x8b\xf0\x9f\x8f\xbd',\xe2\x9c\x8b\xf0\x9f\x8f\xbd,xe2x9cx8bxf0x9fx8fxbd,b'\\u270b\\U0001f3fd',\\u270b\\U0001f3fd
270B 1F3FE,fully-qualified,✋🏾,E1.0,raised hand: medium-dark skin ton,b'\xe2\x9c\x8b\xf0\x9f\x8f\xbe',\xe2\x9c\x8b\xf0\x9f\x8f\xbe,xe2x9cx8bxf0x9fx8fxbe,b'\\u270b\\U0001f3fe',\\u270b\\U0001f3fe
270B 1F3FF,fully-qualified,✋🏿,E1.0,raised hand: dark skin tone,b'\xe2\x9c\x8b\xf0\x9f\x8f\xbf',\xe2\x9c\x8b\xf0\x9f\x8f\xbf,xe2x9cx8bxf0x9fx8fxbf,b'\\u270b\\U0001f3ff',\\u270b\\U0001f3ff
1F596,fully-qualified,🖖,E1.0,vulcan salute,b'\xf0\x9f\x96\x96',\xf0\x9f\x96\x96,xf0x9fx96x96,b'\\U0001f596',\\U0001f596
1F596 1F3FB,fully-qualified,🖖🏻,E1.0,vulcan salute: light skin tone,b'\xf0\x9f\x96\x96\xf0\x9f\x8f\xbb',\xf0\x9f\x96\x96\xf0\x9f\x8f\xb,xf0x9fx96x96xf0x9fx8fxb,b'\\U0001f596\\U0001f3fb',\\U0001f596\\U0001f3f
1F596 1F3FC,fully-qualified,🖖🏼,E1.0,vulcan salute: medium-light skin,b'\xf0\x9f\x96\x96\xf0\x9f\x8f\xbc',\xf0\x9f\x96\x96\xf0\x9f\x8f\xbc,xf0x9fx96x96xf0x9fx8fxbc,b'\\U0001f596\\U0001f3fc',\\U0001f596\\U0001f3fc
1F596 1F3FD,fully-qualified,🖖🏽,E1.0,vulcan salute: medium skin tone,b'\xf0\x9f\x96\x96\xf0\x9f\x8f\xbd',\xf0\x9f\x96\x96\xf0\x9f\x8f\xbd,xf0x9fx96x96xf0x9fx8fxbd,b'\\U0001f596\\U0001f3fd',\\U0001f596\\U0001f3fd
1F596 1F3FE,fully-qualified,🖖🏾,E1.0,vulcan salute: medium-dark skin t,b'\xf0\x9f\x96\x96\xf0\x9f\x8f\xbe',\xf0\x9f\x96\x96\xf0\x9f\x8f\xbe,xf0x9fx96x96xf0x9fx8fxbe,b'\\U0001f596\\U0001f3fe',\\U0001f596\\U0001f3fe
1F596 1F3FF,fully-qualified,🖖🏿,E1.0,vulcan salute: dark skin tone,b'\xf0\x9f\x96\x96\xf0\x9f\x8f\xbf',\xf0\x9f\x96\x96\xf0\x9f\x8f\xbf,xf0x9fx96x96xf0x9fx8fxbf,b'\\U0001f596\\U0001f3ff',\\U0001f596\\U0001f3ff
1FAF1,fully-qualified,🫱,E14.0,rightwards hand,b'\xf0\x9f\xab\xb1',\xf0\x9f\xab\xb1,xf0x9fxabxb1,b'\\U0001faf1',\\U0001faf1
1FAF1 1F3FB,fully-qualified,🫱🏻,E14.0,rightwards hand: light skin tone,b'\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbb',\xf0\x9f\xab\xb1\xf0\x9f\x8f\xb,xf0x9fxabxb1xf0x9fx8fxb,b'\\U0001faf1\\U0001f3fb',\\U0001faf1\\U0001f3f
1FAF1 1F3FC,fully-qualified,🫱🏼,E14.0,rightwards hand: medium-light sk,b'\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbc',\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbc,xf0x9fxabxb1xf0x9fx8fxbc,b'\\U0001faf1\\U0001f3fc',\\U0001faf1\\U0001f3fc
1FAF1 1F3FD,fully-qualified,🫱🏽,E14.0,rightwards hand: medium skin ton,b'\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbd',\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbd,xf0x9fxabxb1xf0x9fx8fxbd,b'\\U0001faf1\\U0001f3fd',\\U0001faf1\\U0001f3fd
1FAF1 1F3FE,fully-qualified,🫱🏾,E14.0,rightwards hand: medium-dark ski,b'\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbe',\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbe,xf0x9fxabxb1xf0x9fx8fxbe,b'\\U0001faf1\\U0001f3fe',\\U0001faf1\\U0001f3fe
1FAF1 1F3FF,fully-qualified,🫱🏿,E14.0,rightwards hand: dark skin tone,b'\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbf',\xf0\x9f\xab\xb1\xf0\x9f\x8f\xbf,xf0x9fxabxb1xf0x9fx8fxbf,b'\\U0001faf1\\U0001f3ff',\\U0001faf1\\U0001f3ff
1FAF2,fully-qualified,🫲,E14.0,leftwards hand,b'\xf0\x9f\xab\xb2',\xf0\x9f\xab\xb2,xf0x9fxabxb2,b'\\U0001faf2',\\U0001faf2
1FAF2 1F3FB,fully-qualified,🫲🏻,E14.0,leftwards hand: light skin tone,b'\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbb',\xf0\x9f\xab\xb2\xf0\x9f\x8f\xb,xf0x9fxabxb2xf0x9fx8fxb,b'\\U0001faf2\\U0001f3fb',\\U0001faf2\\U0001f3f
1FAF2 1F3FC,fully-qualified,🫲🏼,E14.0,leftwards hand: medium-light ski,b'\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbc',\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbc,xf0x9fxabxb2xf0x9fx8fxbc,b'\\U0001faf2\\U0001f3fc',\\U0001faf2\\U0001f3fc
1FAF2 1F3FD,fully-qualified,🫲🏽,E14.0,leftwards hand: medium skin tone,b'\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbd',\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbd,xf0x9fxabxb2xf0x9fx8fxbd,b'\\U0001faf2\\U0001f3fd',\\U0001faf2\\U0001f3fd
1FAF2 1F3FE,fully-qualified,🫲🏾,E14.0,leftwards hand: medium-dark skin,b'\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbe',\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbe,xf0x9fxabxb2xf0x9fx8fxbe,b'\\U0001faf2\\U0001f3fe',\\U0001faf2\\U0001f3fe
1FAF2 1F3FF,fully-qualified,🫲🏿,E14.0,leftwards hand: dark skin tone,b'\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbf',\xf0\x9f\xab\xb2\xf0\x9f\x8f\xbf,xf0x9fxabxb2xf0x9fx8fxbf,b'\\U0001faf2\\U0001f3ff',\\U0001faf2\\U0001f3ff
1FAF3,fully-qualified,🫳,E14.0,palm down hand,b'\xf0\x9f\xab\xb3',\xf0\x9f\xab\xb3,xf0x9fxabxb3,b'\\U0001faf3',\\U0001faf3
1FAF3 1F3FB,fully-qualified,🫳🏻,E14.0,palm down hand: light skin tone,b'\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbb',\xf0\x9f\xab\xb3\xf0\x9f\x8f\xb,xf0x9fxabxb3xf0x9fx8fxb,b'\\U0001faf3\\U0001f3fb',\\U0001faf3\\U0001f3f
1FAF3 1F3FC,fully-qualified,🫳🏼,E14.0,palm down hand: medium-light ski,b'\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbc',\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbc,xf0x9fxabxb3xf0x9fx8fxbc,b'\\U0001faf3\\U0001f3fc',\\U0001faf3\\U0001f3fc
1FAF3 1F3FD,fully-qualified,🫳🏽,E14.0,palm down hand: medium skin tone,b'\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbd',\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbd,xf0x9fxabxb3xf0x9fx8fxbd,b'\\U0001faf3\\U0001f3fd',\\U0001faf3\\U0001f3fd
1FAF3 1F3FE,fully-qualified,🫳🏾,E14.0,palm down hand: medium-dark skin,b'\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbe',\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbe,xf0x9fxabxb3xf0x9fx8fxbe,b'\\U0001faf3\\U0001f3fe',\\U0001faf3\\U0001f3fe
1FAF3 1F3FF,fully-qualified,🫳🏿,E14.0,palm down hand: dark skin tone,b'\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbf',\xf0\x9f\xab\xb3\xf0\x9f\x8f\xbf,xf0x9fxabxb3xf0x9fx8fxbf,b'\\U0001faf3\\U0001f3ff',\\U0001faf3\\U0001f3ff
1FAF4,fully-qualified,🫴,E14.0,palm up hand,b'\xf0\x9f\xab\xb4',\xf0\x9f\xab\xb4,xf0x9fxabxb4,b'\\U0001faf4',\\U0001faf4
1FAF4 1F3FB,fully-qualified,🫴🏻,E14.0,palm up hand: light skin tone,b'\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbb',\xf0\x9f\xab\xb4\xf0\x9f\x8f\xb,xf0x9fxabxb4xf0x9fx8fxb,b'\\U0001faf4\\U0001f3fb',\\U0001faf4\\U0001f3f
1FAF4 1F3FC,fully-qualified,🫴🏼,E14.0,palm up hand: medium-light skin,b'\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbc',\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbc,xf0x9fxabxb4xf0x9fx8fxbc,b'\\U0001faf4\\U0001f3fc',\\U0001faf4\\U0001f3fc
1FAF4 1F3FD,fully-qualified,🫴🏽,E14.0,palm up hand: medium skin tone,b'\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbd',\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbd,xf0x9fxabxb4xf0x9fx8fxbd,b'\\U0001faf4\\U0001f3fd',\\U0001faf4\\U0001f3fd
1FAF4 1F3FE,fully-qualified,🫴🏾,E14.0,palm up hand: medium-dark skin t,b'\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbe',\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbe,xf0x9fxabxb4xf0x9fx8fxbe,b'\\U0001faf4\\U0001f3fe',\\U0001faf4\\U0001f3fe
1FAF4 1F3FF,fully-qualified,🫴🏿,E14.0,palm up hand: dark skin tone,b'\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbf',\xf0\x9f\xab\xb4\xf0\x9f\x8f\xbf,xf0x9fxabxb4xf0x9fx8fxbf,b'\\U0001faf4\\U0001f3ff',\\U0001faf4\\U0001f3ff
1F44C,fully-qualified,👌,E0.6,OK hand,b'\xf0\x9f\x91\x8c',\xf0\x9f\x91\x8c,xf0x9fx91x8c,b'\\U0001f44c',\\U0001f44c
1F44C 1F3FB,fully-qualified,👌🏻,E1.0,OK hand: light skin tone,b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb',\xf0\x9f\x91\x8c\xf0\x9f\x8f\xb,xf0x9fx91x8cxf0x9fx8fxb,b'\\U0001f44c\\U0001f3fb',\\U0001f44c\\U0001f3f
1F44C 1F3FC,fully-qualified,👌🏼,E1.0,OK hand: medium-light skin tone,b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc',\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc,xf0x9fx91x8cxf0x9fx8fxbc,b'\\U0001f44c\\U0001f3fc',\\U0001f44c\\U0001f3fc
1F44C 1F3FD,fully-qualified,👌🏽,E1.0,OK hand: medium skin tone,b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd',\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd,xf0x9fx91x8cxf0x9fx8fxbd,b'\\U0001f44c\\U0001f3fd',\\U0001f44c\\U0001f3fd
1F44C 1F3FE,fully-qualified,👌🏾,E1.0,OK hand: medium-dark skin tone,b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe',\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe,xf0x9fx91x8cxf0x9fx8fxbe,b'\\U0001f44c\\U0001f3fe',\\U0001f44c\\U0001f3fe
1F44C 1F3FF,fully-qualified,👌🏿,E1.0,OK hand: dark skin tone,b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbf',\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbf,xf0x9fx91x8cxf0x9fx8fxbf,b'\\U0001f44c\\U0001f3ff',\\U0001f44c\\U0001f3ff
1F90C,fully-qualified,🤌,E13.0,pinched fingers,b'\xf0\x9f\xa4\x8c',\xf0\x9f\xa4\x8c,xf0x9fxa4x8c,b'\\U0001f90c',\\U0001f90c
1F90C 1F3FB,fully-qualified,🤌🏻,E13.0,pinched fingers: light skin tone,b'\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbb',\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xb,xf0x9fxa4x8cxf0x9fx8fxb,b'\\U0001f90c\\U0001f3fb',\\U0001f90c\\U0001f3f
1F90C 1F3FC,fully-qualified,🤌🏼,E13.0,pinched fingers: medium-light sk,b'\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbc',\xf0\x9f\xa4\x8c\xf0\x9f\x8f\xbc,xf0x9fxa4x8cxf0x9fx8fxbc,b'\\U0001f90c\\U0001f3fc',\\U0001f90c\\U0001f3fc
